#Software: unstable (commit nogit)
#Command: breakdancer-max -o Drosophila_subobscura_NC_048532.1 Puntos_rotura/OF58_puntos_rotura_bwamem2.cfg 
#Library Statistics:
#OF58_mate_proc_dupmarc_bwamem2.bam	mean:308.84	std:106.42	uppercutoff:706.3	lowercutoff:0	readlen:99.5	library:OF58	reflen:23815271	seqcov:38.4522	phycov:59.6763	1:5694	2:25483	4:9200	8:6054	32:27813
#Chr1	Pos1	Orientation1	Chr2	Pos2	Orientation2	Type	Size	Score	num_Reads	num_Reads_lib	OF58_mate_proc_dupmarc_bwamem2.bam
Drosophila_subobscura_NC_048532.1	300401	42+4-	Drosophila_subobscura_NC_048532.1	302949	1+40-	DEL	2566	71	9	OF58_mate_proc_dupmarc_bwamem2.bam|9	0.05
Drosophila_subobscura_NC_048532.1	308662	4+5-	Drosophila_subobscura_NC_048532.1	308859	4+5-	INV	-263	43	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048532.1	353253	61+44-	Drosophila_subobscura_NC_048532.1	353733	61+44-	INV	-39	99	22	OF58_mate_proc_dupmarc_bwamem2.bam|22	NA
Drosophila_subobscura_NC_048532.1	353829	61+44-	Drosophila_subobscura_NC_048532.1	354210	0+48-	INV	33	99	43	OF58_mate_proc_dupmarc_bwamem2.bam|43	0.27
Drosophila_subobscura_NC_048532.1	386112	40+0-	Drosophila_subobscura_NC_048532.1	386879	0+40-	DEL	832	99	40	OF58_mate_proc_dupmarc_bwamem2.bam|40	0.02
Drosophila_subobscura_NC_048532.1	436160	43+0-	Drosophila_subobscura_NC_048532.1	436900	3+33-	DEL	800	99	33	OF58_mate_proc_dupmarc_bwamem2.bam|33	0.02
Drosophila_subobscura_NC_048532.1	440148	4+0-	Drosophila_subobscura_NC_048532.1	442592	31+7-	DEL	2400	52	4	OF58_mate_proc_dupmarc_bwamem2.bam|4	2.75
Drosophila_subobscura_NC_048532.1	440433	28+49-	Drosophila_subobscura_NC_048532.1	442800	31+7-	ITX	848	99	47	OF58_mate_proc_dupmarc_bwamem2.bam|47	1.78
Drosophila_subobscura_NC_048532.1	441475	8+0-	Drosophila_subobscura_NC_048532.1	443489	1+8-	DEL	2011	99	8	OF58_mate_proc_dupmarc_bwamem2.bam|8	4.15
Drosophila_subobscura_NC_048532.1	442883	169+74-	Drosophila_subobscura_NC_048532.1	443348	169+74-	ITX	-252	99	37	OF58_mate_proc_dupmarc_bwamem2.bam|37	NA
Drosophila_subobscura_NC_048532.1	457529	16+6-	Drosophila_subobscura_NC_048532.1	459438	3+13-	DEL	2207	48	6	OF58_mate_proc_dupmarc_bwamem2.bam|6	7.65
Drosophila_subobscura_NC_048532.1	308294	18+35-	Drosophila_subobscura_NC_048532.1	839418	5+1-	INV	530923	68	3	OF58_mate_proc_dupmarc_bwamem2.bam|3	2.09
Drosophila_subobscura_NC_048532.1	524866	19+36-	Drosophila_subobscura_NC_048532.1	527715	54+27-	DEL	2717	41	3	OF58_mate_proc_dupmarc_bwamem2.bam|3	2.57
Drosophila_subobscura_NC_048532.1	565060	65+19-	Drosophila_subobscura_NC_048532.1	565574	65+19-	ITX	-239	99	7	OF58_mate_proc_dupmarc_bwamem2.bam|7	NA
Drosophila_subobscura_NC_048532.1	565670	65+19-	Drosophila_subobscura_NC_048532.1	770649	0+12-	DEL	205380	38	5	OF58_mate_proc_dupmarc_bwamem2.bam|5	1.99
Drosophila_subobscura_NC_048532.1	568842	3+0-	Drosophila_subobscura_NC_048532.1	569533	24+56-	INV	-51	36	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	0.60
Drosophila_subobscura_NC_048532.1	570323	27+2-	Drosophila_subobscura_NC_048532.1	572014	19+21-	DEL	1730	99	21	OF58_mate_proc_dupmarc_bwamem2.bam|21	1.70
Drosophila_subobscura_NC_048532.1	580007	2+2-	Drosophila_subobscura_NC_048532.1	580085	2+2-	INV	-227	49	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048532.1	687096	37+1-	Drosophila_subobscura_NC_048532.1	703360	0+36-	DEL	16331	99	36	OF58_mate_proc_dupmarc_bwamem2.bam|36	0.20
Drosophila_subobscura_NC_048532.1	688803	4+0-	Drosophila_subobscura_NC_048532.1	694522	0+2-	DEL	5633	31	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	0.02
Drosophila_subobscura_NC_048532.1	775713	43+0-	Drosophila_subobscura_NC_048532.1	780656	0+43-	DEL	5014	99	43	OF58_mate_proc_dupmarc_bwamem2.bam|43	0.01
Drosophila_subobscura_NC_048532.1	814453	45+0-	Drosophila_subobscura_NC_048532.1	817868	1+45-	DEL	3501	99	45	OF58_mate_proc_dupmarc_bwamem2.bam|45	0.01
Drosophila_subobscura_NC_048532.1	852887	51+1-	Drosophila_subobscura_NC_048532.1	854597	0+49-	DEL	1824	99	49	OF58_mate_proc_dupmarc_bwamem2.bam|49	0.45
Drosophila_subobscura_NC_048532.1	182456	4+0-	Drosophila_subobscura_NC_048532.1	1148226	0+32-	DEL	965756	37	3	OF58_mate_proc_dupmarc_bwamem2.bam|3	2.05
Drosophila_subobscura_NC_048532.1	525997	2+15-	Drosophila_subobscura_NC_048532.1	1117144	8+0-	ITX	590509	44	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	2.03
Drosophila_subobscura_NC_048532.1	526282	0+3-	Drosophila_subobscura_NC_048532.1	1117144	8+0-	ITX	590336	85	3	OF58_mate_proc_dupmarc_bwamem2.bam|3	2.03
Drosophila_subobscura_NC_048532.1	929690	2+0-	Drosophila_subobscura_NC_048532.1	930183	0+2-	DEL	428	38	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	1.61
Drosophila_subobscura_NC_048532.1	991034	2+2-	Drosophila_subobscura_NC_048532.1	991082	2+2-	INV	-208	52	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048532.1	1067908	16+1-	Drosophila_subobscura_NC_048532.1	1127581	10+14-	DEL	59629	99	11	OF58_mate_proc_dupmarc_bwamem2.bam|11	1.87
Drosophila_subobscura_NC_048532.1	1068147	0+3-	Drosophila_subobscura_NC_048532.1	1127745	10+14-	ITX	58995	44	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	1.87
Drosophila_subobscura_NC_048532.1	1088617	38+0-	Drosophila_subobscura_NC_048532.1	1089365	1+39-	DEL	789	99	38	OF58_mate_proc_dupmarc_bwamem2.bam|38	0.23
Drosophila_subobscura_NC_048532.1	1149340	58+0-	Drosophila_subobscura_NC_048532.1	1150069	0+58-	DEL	812	99	58	OF58_mate_proc_dupmarc_bwamem2.bam|58	0.51
Drosophila_subobscura_NC_048532.1	1163978	40+0-	Drosophila_subobscura_NC_048532.1	1170531	0+40-	DEL	6641	99	40	OF58_mate_proc_dupmarc_bwamem2.bam|40	0.84
Drosophila_subobscura_NC_048532.1	1172214	2+2-	Drosophila_subobscura_NC_048532.1	1172292	2+2-	INV	-235	60	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048532.1	1188501	6+6-	Drosophila_subobscura_NC_048532.1	1208183	25+0-	ITX	19034	99	6	OF58_mate_proc_dupmarc_bwamem2.bam|6	1.93
Drosophila_subobscura_NC_048532.1	1197094	9+0-	Drosophila_subobscura_NC_048532.1	1197414	45+9-	DEL	441	79	8	OF58_mate_proc_dupmarc_bwamem2.bam|8	0.05
Drosophila_subobscura_NC_048532.1	1197839	45+9-	Drosophila_subobscura_NC_048532.1	1198894	0+49-	DEL	1142	99	45	OF58_mate_proc_dupmarc_bwamem2.bam|45	0.00
Drosophila_subobscura_NC_048532.1	1188619	6+6-	Drosophila_subobscura_NC_048532.1	1208235	0+35-	DEL	19567	59	5	OF58_mate_proc_dupmarc_bwamem2.bam|5	1.95
Drosophila_subobscura_NC_048532.1	1259267	3+1-	Drosophila_subobscura_NC_048532.1	1260245	45+34-	DEL	862	43	3	OF58_mate_proc_dupmarc_bwamem2.bam|3	0.13
Drosophila_subobscura_NC_048532.1	1259847	24+5-	Drosophila_subobscura_NC_048532.1	1260245	45+34-	DEL	424	99	13	OF58_mate_proc_dupmarc_bwamem2.bam|13	0.01
Drosophila_subobscura_NC_048532.1	1260501	45+34-	Drosophila_subobscura_NC_048532.1	1261906	4+46-	DEL	1415	99	35	OF58_mate_proc_dupmarc_bwamem2.bam|35	0.03
Drosophila_subobscura_NC_048532.1	1259847	24+5-	Drosophila_subobscura_NC_048532.1	1261906	4+46-	DEL	1972	99	10	OF58_mate_proc_dupmarc_bwamem2.bam|10	0.06
Drosophila_subobscura_NC_048532.1	1291635	4+0-	Drosophila_subobscura_NC_048532.1	1291679	4+0-	INV	-276	67	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048532.1	1397815	2+2-	Drosophila_subobscura_NC_048532.1	1397868	2+2-	INV	-230	51	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048532.1	1419493	0+3-	Drosophila_subobscura_NC_048532.1	1420261	0+3-	INV	441	79	3	OF58_mate_proc_dupmarc_bwamem2.bam|3	2.14
Drosophila_subobscura_NC_048532.1	1460897	0+51-	Drosophila_subobscura_NC_048532.1	1463704	26+0-	ITX	2125	99	24	OF58_mate_proc_dupmarc_bwamem2.bam|24	3.29
Drosophila_subobscura_NC_048532.1	1477762	64+0-	Drosophila_subobscura_NC_048532.1	1478497	0+61-	DEL	785	99	61	OF58_mate_proc_dupmarc_bwamem2.bam|61	0.09
Drosophila_subobscura_NC_048532.1	1501541	3+2-	Drosophila_subobscura_NC_048532.1	1502466	0+43-	DEL	862	34	3	OF58_mate_proc_dupmarc_bwamem2.bam|3	0.23
Drosophila_subobscura_NC_048532.1	1501710	12+0-	Drosophila_subobscura_NC_048532.1	1502466	0+43-	DEL	810	99	12	OF58_mate_proc_dupmarc_bwamem2.bam|12	0.18
Drosophila_subobscura_NC_048532.1	1537289	32+0-	Drosophila_subobscura_NC_048532.1	1537684	0+32-	DEL	496	99	32	OF58_mate_proc_dupmarc_bwamem2.bam|32	0.12
Drosophila_subobscura_NC_048532.1	1557875	40+0-	Drosophila_subobscura_NC_048532.1	1558972	18+26-	DEL	1092	99	25	OF58_mate_proc_dupmarc_bwamem2.bam|25	0.08
Drosophila_subobscura_NC_048532.1	1557875	40+0-	Drosophila_subobscura_NC_048532.1	1559813	44+28-	DEL	1945	99	15	OF58_mate_proc_dupmarc_bwamem2.bam|15	0.09
Drosophila_subobscura_NC_048532.1	1559097	18+26-	Drosophila_subobscura_NC_048532.1	1559813	44+28-	DEL	764	99	12	OF58_mate_proc_dupmarc_bwamem2.bam|12	0.11
Drosophila_subobscura_NC_048532.1	1560184	44+28-	Drosophila_subobscura_NC_048532.1	1560937	19+20-	DEL	787	99	14	OF58_mate_proc_dupmarc_bwamem2.bam|14	0.05
Drosophila_subobscura_NC_048532.1	1562220	6+1-	Drosophila_subobscura_NC_048532.1	1564613	2+3-	INV	2151	54	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	2.21
Drosophila_subobscura_NC_048532.1	1562688	0+14-	Drosophila_subobscura_NC_048532.1	1564613	2+3-	INV	1759	63	3	OF58_mate_proc_dupmarc_bwamem2.bam|3	2.29
Drosophila_subobscura_NC_048532.1	1429640	11+4-	Drosophila_subobscura_NC_048532.1	1584352	10+0-	ITX	154155	63	3	OF58_mate_proc_dupmarc_bwamem2.bam|3	1.95
Drosophila_subobscura_NC_048532.1	1429773	11+4-	Drosophila_subobscura_NC_048532.1	1584515	0+8-	DEL	154656	99	7	OF58_mate_proc_dupmarc_bwamem2.bam|7	1.95
Drosophila_subobscura_NC_048532.1	1570867	4+0-	Drosophila_subobscura_NC_048532.1	1571046	4+0-	INV	-221	43	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048532.1	1657244	18+16-	Drosophila_subobscura_NC_048532.1	1657796	16+0-	ITX	-74	99	16	OF58_mate_proc_dupmarc_bwamem2.bam|16	0.60
Drosophila_subobscura_NC_048532.1	1657388	18+16-	Drosophila_subobscura_NC_048532.1	1657861	0+15-	DEL	459	99	13	OF58_mate_proc_dupmarc_bwamem2.bam|13	2.23
Drosophila_subobscura_NC_048532.1	1735826	47+0-	Drosophila_subobscura_NC_048532.1	1737395	0+45-	DEL	1618	99	44	OF58_mate_proc_dupmarc_bwamem2.bam|44	0.71
Drosophila_subobscura_NC_048532.1	1755693	31+0-	Drosophila_subobscura_NC_048532.1	1756577	0+31-	DEL	942	99	31	OF58_mate_proc_dupmarc_bwamem2.bam|31	0.16
Drosophila_subobscura_NC_048532.1	1767484	2+3-	Drosophila_subobscura_NC_048532.1	1770316	0+9-	INV	2518	60	3	OF58_mate_proc_dupmarc_bwamem2.bam|3	1.60
Drosophila_subobscura_NC_048532.1	1786471	57+0-	Drosophila_subobscura_NC_048532.1	1787196	0+57-	DEL	802	99	57	OF58_mate_proc_dupmarc_bwamem2.bam|57	0.24
Drosophila_subobscura_NC_048532.1	1817753	43+0-	Drosophila_subobscura_NC_048532.1	1818408	43+81-	DEL	742	99	42	OF58_mate_proc_dupmarc_bwamem2.bam|42	0.60
Drosophila_subobscura_NC_048532.1	1845433	49+0-	Drosophila_subobscura_NC_048532.1	1846147	1+50-	DEL	812	99	49	OF58_mate_proc_dupmarc_bwamem2.bam|49	0.05
Drosophila_subobscura_NC_048532.1	1850281	60+0-	Drosophila_subobscura_NC_048532.1	1851006	0+59-	DEL	801	99	59	OF58_mate_proc_dupmarc_bwamem2.bam|59	0.07
Drosophila_subobscura_NC_048532.1	1464368	9+5-	Drosophila_subobscura_NC_048532.1	1875670	25+19-	INV	410936	99	9	OF58_mate_proc_dupmarc_bwamem2.bam|9	2.06
Drosophila_subobscura_NC_048532.1	1464368	9+5-	Drosophila_subobscura_NC_048532.1	1876133	1+19-	INV	411341	93	5	OF58_mate_proc_dupmarc_bwamem2.bam|5	2.06
Drosophila_subobscura_NC_048532.1	1895670	40+0-	Drosophila_subobscura_NC_048532.1	1896367	0+40-	DEL	762	99	40	OF58_mate_proc_dupmarc_bwamem2.bam|40	0.12
Drosophila_subobscura_NC_048532.1	1959076	36+57-	Drosophila_subobscura_NC_048532.1	1960500	55+39-	ITX	321	99	55	OF58_mate_proc_dupmarc_bwamem2.bam|55	0.34
Drosophila_subobscura_NC_048532.1	1998518	47+0-	Drosophila_subobscura_NC_048532.1	1999268	0+46-	DEL	793	99	46	OF58_mate_proc_dupmarc_bwamem2.bam|46	0.20
Drosophila_subobscura_NC_048532.1	2088919	44+0-	Drosophila_subobscura_NC_048532.1	2090506	0+45-	DEL	1646	99	44	OF58_mate_proc_dupmarc_bwamem2.bam|44	0.37
Drosophila_subobscura_NC_048532.1	2109433	48+0-	Drosophila_subobscura_NC_048532.1	2111253	0+44-	DEL	1914	99	44	OF58_mate_proc_dupmarc_bwamem2.bam|44	0.02
Drosophila_subobscura_NC_048532.1	2149345	39+0-	Drosophila_subobscura_NC_048532.1	2150959	0+38-	DEL	1690	99	38	OF58_mate_proc_dupmarc_bwamem2.bam|38	0.18
Drosophila_subobscura_NC_048532.1	2161056	51+0-	Drosophila_subobscura_NC_048532.1	2164723	0+47-	DEL	3737	99	47	OF58_mate_proc_dupmarc_bwamem2.bam|47	0.22
Drosophila_subobscura_NC_048532.1	2192957	41+0-	Drosophila_subobscura_NC_048532.1	2193691	0+41-	DEL	789	99	41	OF58_mate_proc_dupmarc_bwamem2.bam|41	0.12
Drosophila_subobscura_NC_048532.1	2210089	46+0-	Drosophila_subobscura_NC_048532.1	2210831	6+23-	DEL	793	99	22	OF58_mate_proc_dupmarc_bwamem2.bam|22	0.05
Drosophila_subobscura_NC_048532.1	2245938	72+75-	Drosophila_subobscura_NC_048532.1	2255385	35+2-	ITX	8728	71	6	OF58_mate_proc_dupmarc_bwamem2.bam|6	5.18
Drosophila_subobscura_NC_048532.1	2247467	144+8-	Drosophila_subobscura_NC_048532.1	2251675	64+312-	DEL	4280	99	138	OF58_mate_proc_dupmarc_bwamem2.bam|138	0.63
Drosophila_subobscura_NC_048532.1	2253244	64+312-	Drosophila_subobscura_NC_048532.1	2253701	3+6-	INV	552	52	5	OF58_mate_proc_dupmarc_bwamem2.bam|5	2.57
Drosophila_subobscura_NC_048532.1	2323484	57+0-	Drosophila_subobscura_NC_048532.1	2324153	1+52-	DEL	775	99	52	OF58_mate_proc_dupmarc_bwamem2.bam|52	3.96
Drosophila_subobscura_NC_048532.1	2325417	30+2-	Drosophila_subobscura_NC_048532.1	2326261	0+20-	DEL	907	92	9	OF58_mate_proc_dupmarc_bwamem2.bam|9	0.12
Drosophila_subobscura_NC_048532.1	2401543	0+13-	Drosophila_subobscura_NC_048532.1	2404688	0+24-	INV	2724	99	13	OF58_mate_proc_dupmarc_bwamem2.bam|13	1.31
Drosophila_subobscura_NC_048532.1	2475006	9+0-	Drosophila_subobscura_NC_048532.1	2476297	0+13-	DEL	1227	39	3	OF58_mate_proc_dupmarc_bwamem2.bam|3	0.14
Drosophila_subobscura_NC_048532.1	2507099	26+2-	Drosophila_subobscura_NC_048532.1	2507834	0+36-	DEL	841	99	20	OF58_mate_proc_dupmarc_bwamem2.bam|20	0.08
Drosophila_subobscura_NC_048532.1	2516489	46+0-	Drosophila_subobscura_NC_048532.1	2517205	1+49-	DEL	799	99	45	OF58_mate_proc_dupmarc_bwamem2.bam|45	0.11
Drosophila_subobscura_NC_048532.1	2527351	70+39-	Drosophila_subobscura_NC_048532.1	2528619	1+51-	DEL	1315	99	27	OF58_mate_proc_dupmarc_bwamem2.bam|27	0.04
Drosophila_subobscura_NC_048532.1	308019	18+35-	Drosophila_subobscura_NC_048532.1	2651206	13+10-	ITX	2342646	99	11	OF58_mate_proc_dupmarc_bwamem2.bam|11	2.06
Drosophila_subobscura_NC_048532.1	2555761	4+0-	Drosophila_subobscura_NC_048532.1	2555870	4+0-	INV	-247	47	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048532.1	2640609	63+0-	Drosophila_subobscura_NC_048532.1	2641333	37+54-	DEL	783	99	54	OF58_mate_proc_dupmarc_bwamem2.bam|54	0.25
Drosophila_subobscura_NC_048532.1	2660808	17+0-	Drosophila_subobscura_NC_048532.1	2661330	0+17-	DEL	502	99	17	OF58_mate_proc_dupmarc_bwamem2.bam|17	0.46
Drosophila_subobscura_NC_048532.1	2673595	77+22-	Drosophila_subobscura_NC_048532.1	2674344	0+37-	DEL	804	99	37	OF58_mate_proc_dupmarc_bwamem2.bam|37	0.16
Drosophila_subobscura_NC_048532.1	2717198	39+0-	Drosophila_subobscura_NC_048532.1	2717666	0+19-	DEL	504	99	19	OF58_mate_proc_dupmarc_bwamem2.bam|19	0.13
Drosophila_subobscura_NC_048532.1	2717198	39+0-	Drosophila_subobscura_NC_048532.1	2717904	0+20-	DEL	668	99	20	OF58_mate_proc_dupmarc_bwamem2.bam|20	0.28
Drosophila_subobscura_NC_048532.1	2732255	44+0-	Drosophila_subobscura_NC_048532.1	2732982	0+44-	DEL	809	99	44	OF58_mate_proc_dupmarc_bwamem2.bam|44	0.14
Drosophila_subobscura_NC_048532.1	2756810	31+0-	Drosophila_subobscura_NC_048532.1	2757908	8+24-	INV	407	89	6	OF58_mate_proc_dupmarc_bwamem2.bam|6	2.25
Drosophila_subobscura_NC_048532.1	2757041	1+13-	Drosophila_subobscura_NC_048532.1	2757908	8+24-	INV	461	99	11	OF58_mate_proc_dupmarc_bwamem2.bam|11	2.60
Drosophila_subobscura_NC_048532.1	2121929	5+0-	Drosophila_subobscura_NC_048532.1	3313109	6+6-	INV	1190884	82	3	OF58_mate_proc_dupmarc_bwamem2.bam|3	2.08
Drosophila_subobscura_NC_048532.1	2122245	5+5-	Drosophila_subobscura_NC_048532.1	3313109	6+6-	INV	1190573	99	5	OF58_mate_proc_dupmarc_bwamem2.bam|5	2.08
Drosophila_subobscura_NC_048532.1	2825049	3+0-	Drosophila_subobscura_NC_048532.1	2825810	0+3-	DEL	613	72	3	OF58_mate_proc_dupmarc_bwamem2.bam|3	0.54
Drosophila_subobscura_NC_048532.1	2835411	21+0-	Drosophila_subobscura_NC_048532.1	2835746	1+21-	DEL	445	99	21	OF58_mate_proc_dupmarc_bwamem2.bam|21	0.13
Drosophila_subobscura_NC_048532.1	2862578	48+0-	Drosophila_subobscura_NC_048532.1	2863238	0+48-	DEL	760	99	48	OF58_mate_proc_dupmarc_bwamem2.bam|48	0.09
Drosophila_subobscura_NC_048532.1	2875830	14+0-	Drosophila_subobscura_NC_048532.1	2876119	27+44-	DEL	447	82	10	OF58_mate_proc_dupmarc_bwamem2.bam|10	NA
Drosophila_subobscura_NC_048532.1	2890122	43+0-	Drosophila_subobscura_NC_048532.1	2890832	0+43-	DEL	763	99	43	OF58_mate_proc_dupmarc_bwamem2.bam|43	0.12
Drosophila_subobscura_NC_048532.1	2927961	49+0-	Drosophila_subobscura_NC_048532.1	2929679	1+48-	DEL	1804	99	48	OF58_mate_proc_dupmarc_bwamem2.bam|48	0.04
Drosophila_subobscura_NC_048532.1	2978640	27+0-	Drosophila_subobscura_NC_048532.1	2985739	2+27-	DEL	7189	99	26	OF58_mate_proc_dupmarc_bwamem2.bam|26	0.00
Drosophila_subobscura_NC_048532.1	3071454	45+0-	Drosophila_subobscura_NC_048532.1	3072906	3+45-	DEL	1524	99	45	OF58_mate_proc_dupmarc_bwamem2.bam|45	42.23
Drosophila_subobscura_NC_048532.1	3170434	0+4-	Drosophila_subobscura_NC_048532.1	3170524	0+4-	INV	-229	58	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048532.1	3183217	56+0-	Drosophila_subobscura_NC_048532.1	3188090	0+55-	DEL	4957	99	55	OF58_mate_proc_dupmarc_bwamem2.bam|55	1.25
Drosophila_subobscura_NC_048532.1	3286006	62+6-	Drosophila_subobscura_NC_048532.1	3287062	22+85-	INV	495	99	46	OF58_mate_proc_dupmarc_bwamem2.bam|46	0.05
Drosophila_subobscura_NC_048532.1	3312502	51+0-	Drosophila_subobscura_NC_048532.1	3313216	1+47-	DEL	766	99	42	OF58_mate_proc_dupmarc_bwamem2.bam|42	0.08
Drosophila_subobscura_NC_048532.1	3312502	51+0-	Drosophila_subobscura_NC_048532.1	3313615	0+6-	DEL	1052	56	5	OF58_mate_proc_dupmarc_bwamem2.bam|5	0.28
Drosophila_subobscura_NC_048532.1	3362321	49+1-	Drosophila_subobscura_NC_048532.1	3363142	0+49-	DEL	901	99	49	OF58_mate_proc_dupmarc_bwamem2.bam|49	0.05
Drosophila_subobscura_NC_048532.1	3401632	8+0-	Drosophila_subobscura_NC_048532.1	3401855	0+8-	DEL	477	73	8	OF58_mate_proc_dupmarc_bwamem2.bam|8	0.18
Drosophila_subobscura_NC_048532.1	3434171	3+2-	Drosophila_subobscura_NC_048532.1	3434221	3+2-	INV	-229	52	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048532.1	3538761	11+18-	Drosophila_subobscura_NC_048532.1	3584877	21+47-	INV	45800	99	11	OF58_mate_proc_dupmarc_bwamem2.bam|11	1.98
Drosophila_subobscura_NC_048532.1	3538761	11+18-	Drosophila_subobscura_NC_048532.1	3585565	0+20-	INV	46459	99	18	OF58_mate_proc_dupmarc_bwamem2.bam|18	1.98
Drosophila_subobscura_NC_048532.1	3583542	46+0-	Drosophila_subobscura_NC_048532.1	3584135	21+47-	DEL	674	99	46	OF58_mate_proc_dupmarc_bwamem2.bam|46	0.01
Drosophila_subobscura_NC_048532.1	3545148	25+0-	Drosophila_subobscura_NC_048532.1	3546304	0+26-	DEL	1224	99	25	OF58_mate_proc_dupmarc_bwamem2.bam|25	1.54
Drosophila_subobscura_NC_048532.1	3938392	2+0-	Drosophila_subobscura_NC_048532.1	3942400	0+3-	DEL	3923	44	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	1.96
Drosophila_subobscura_NC_048532.1	3967997	49+0-	Drosophila_subobscura_NC_048532.1	3968743	0+49-	DEL	826	99	49	OF58_mate_proc_dupmarc_bwamem2.bam|49	0.01
Drosophila_subobscura_NC_048532.1	4134065	47+0-	Drosophila_subobscura_NC_048532.1	4143655	0+47-	DEL	9666	99	47	OF58_mate_proc_dupmarc_bwamem2.bam|47	0.16
Drosophila_subobscura_NC_048532.1	4192042	2+2-	Drosophila_subobscura_NC_048532.1	4192051	2+2-	INV	-205	56	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048532.1	4201916	22+25-	Drosophila_subobscura_NC_048532.1	4202643	0+32-	DEL	786	99	22	OF58_mate_proc_dupmarc_bwamem2.bam|22	0.42
